name,is_reserved,location_list,category_id,is_verified_user,highlighted_ad,is_super_ad,has_vin,has_whatsapp_number,category,created_at,permalink,auto_agent_id,is_coming_soon,site,can_chat,uuid,neighbourhood,id,has_phone_number,category_v2,is_featured_agent,added,cotd_on,is_premium,objectID,Trim,Year,Kilometers,Regional Specs,Doors,Body Type,Fuel Type,Seating Capacity,Transmission Type,Engine Capacity (cc),Extras,Horsepower,No. of Cylinders,Warranty,Exterior Color,Target Market,Price,Steering Side,Make,Model,Agent,Seller Type,updated_at,Technical Features,Interior Color,Age,Age_Kilometers,Kilometers_per_Year,Predicted_Price,price/expected_price
TOYOTA CAMRY GCC MID OPTION 2015,False,"['UAE', 'Dubai', 'Ras Al Khor', 'Ras Al Khor Industrial', 'Ras Al Khor Industrial 2']",1586,False,0,False,False,True,"['Cars', 'Toyota', 'Camry']",1717002060,https://dubizzle.com/s/DOBEvB8,3225.0,False,Dubai,False,135b0551158f4cb59b082c8bac0cd480,Ras Al Khor Industrial 2,15948852,True,"['Motors', 'Cars', 'Toyota', 'Camry']",False,1717537784,0,False,item:4:2:1586:15948852,GL,2015,135000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,2000 - 2499 cc,nan,100 - 199 HP,4,Does not apply,Orange,UAE (can be exported),22500,Left Hand,Toyota,Camry,Nasa Motors FZE,Dealer,1717569007,nan,White,9,1215000,15000.0,33675.79,0.6681358
Nissan Micra 2015 model for sale low millage accident free car,False,"['UAE', 'Dubai', 'Al Satwa', 'Jumeirah Garden City']",2006,False,0,False,False,False,"['Cars', 'Nissan', 'Micra']",1716133665,https://dubizzle.com/s/DOBEr57,nan,False,Dubai,True,1043a2b3fae444199633579147b6bea6,Jumeirah Garden City,15935335,True,"['Motors', 'Cars', 'Nissan', 'Micra']",False,1717516879,0,False,item:4:2:2006:15935335,SL,2015,93000,GCC Specs,4 door,Hatchback,Petrol,4 Seater,Automatic Transmission,1000 - 1499 cc,"['Power Windows', 'Keyless Entry', 'Air Conditioning', 'AM/FM Radio', 'CD Player', 'Aux Audio In', 'Power Mirrors', 'Performance Tyres', 'Off-Road Tyres', 'Off-Road Kit']",100 - 199 HP,4,No,Black,nan,11500,Left Hand,Nissan,Micra,nan,Owner,1717569140,"['Anti-Lock Brakes/ABS', 'Front Airbags', 'Front Wheel Drive', 'Power Steering']",Beige,9,837000,10333.333333333334,17571.54,0.6544674
Mercedez E350 Coupe in Prestine Condition,False,"['UAE', 'Dubai', 'Al Quoz', 'Al Quoz 1']",2727,False,0,False,False,False,"['Cars', 'Mercedes-Benz', 'E-Class Coupe']",1715536910,https://dubizzle.com/s/DOBEpNZ,nan,False,Dubai,True,cbfa998029834dd3a25b1b643a6373dd,Al Quoz 1,15926523,True,"['Motors', 'Cars', 'Mercedes-Benz', 'E-Class Coupe']",False,1717524116,0,False,item:4:2:2727:15926523,E 350 Coupe,2012,106200,American Specs,2 door,Sports Car,Petrol,4 Seater,Automatic Transmission,3500 - 3999 cc,"['Power Windows', 'Power Locks', 'Power Sunroof', 'Sunroof', 'Moonroof', 'Power Seats', 'Leather Seats', 'Racing Seats', 'Air Conditioning', 'AM/FM Radio', 'Aux Audio In', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Performance Tyres', 'Brush Guard', 'Parking Sensors', 'Rear View Camera']",300 - 399 HP,6,No,Red,nan,35000,Left Hand,Mercedes-Benz,E-Class Coupe,nan,Owner,1717569209,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Power Steering', 'Side Airbags', 'Tiptronic Gears']",Beige,12,1274400,8850.0,51462.125,0.6801118
Dodge Ram (3 Days Discount Price Urgent sale),False,"['UAE', 'Dubai', 'Jumeirah', 'Jumeirah 3']",1285,True,0,False,False,False,"['Cars', 'Dodge', 'Ram']",1715531629,https://dubizzle.com/s/DOBEpMO,nan,False,Dubai,True,1da5af1dab82485c8bf252c620ab3f74,Jumeirah 3,15926450,True,"['Motors', 'Cars', 'Dodge', 'Ram']",False,1717519115,0,False,item:4:2:1285:15926450,1500 SLT Crew,2019,105000,Other,2 door,Pick Up Truck,Petrol,2 Seater,Automatic Transmission,3500 - 3999 cc,"['Power Windows', 'Keyless Entry', 'Leather Seats', 'Air Conditioning', 'Climate Control', 'Heat', 'AM/FM Radio', 'Aux Audio In', 'Premium Sound System', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Brush Guard', 'Premium Paint', 'Rear View Camera']",300 - 399 HP,6,Does not apply,Black,nan,60000,Left Hand,Dodge,Ram,nan,Owner,1717569302,"['4 Wheel Drive', 'All Wheel Drive', 'All Wheel Steering', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Front Airbags', 'Front Wheel Drive', 'Power Steering', 'Rear Wheel Drive', 'Side Airbags', 'Tiptronic Gears']",Black,5,525000,21000.0,99320.555,0.6041046
Range Rover GCC Owner,False,"['UAE', 'Dubai', 'Jumeirah Lake Towers (JLT)']",1413,True,0,False,False,False,"['Cars', 'Land Rover', 'Range Rover']",1714308419,https://dubizzle.com/s/DOBEkdI,nan,False,Dubai,True,fe91a454d69c41859cad039858036827,Jumeirah Lake Towers (JLT),15908898,True,"['Motors', 'Cars', 'Land Rover', 'Range Rover']",False,1717505282,0,False,item:4:2:1413:15908898,HSE,2010,200000,GCC Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,nan,"['Climate Control', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Parking Sensors', 'Rear View Camera']",400 - 499 HP,8,No,White,nan,20000,Left Hand,Land Rover,Range Rover,nan,Owner,1717569933,nan,White,14,2800000,14285.714285714286,35272.727,0.56701034
Ford Mustang GT V8 2006 Model,False,"['UAE', 'Dubai', 'Dubai Sports City', 'Victory Heights']",1300,True,0,False,False,False,"['Cars', 'Ford', 'Mustang']",1717343922,https://dubizzle.com/s/DOBEwQy,nan,False,Dubai,True,c4730abebce04be689d25ec3398cf1dc,Victory Heights,15953652,True,"['Motors', 'Cars', 'Ford', 'Mustang']",False,1717344776,0,False,item:4:2:1300:15953652,GT,2006,191000,GCC Specs,2 door,Coupe,Petrol,nan,Automatic Transmission,4000+ cc,nan,300 - 399 HP,8,No,Red,nan,17000,Left Hand,Ford,Mustang,nan,Owner,1717572071,nan,Beige,18,3438000,10611.111111111111,24766.92,0.68639946
Hyundai Staria 2023 Black GCC Clean Car,False,"['UAE', 'Dubai', 'Al Qusais', 'Al Qusais Residential Area', 'Al Qusais 1']",3021,False,0,False,False,True,"['Cars', 'Hyundai', 'Staria']",1713700895,https://dubizzle.com/s/DOBEicD,25204.0,False,Dubai,False,bb38968d834e4eac81dc15e10bf903ca,Al Qusais 1,15901143,True,"['Motors', 'Cars', 'Hyundai', 'Staria']",False,1716976042,0,False,item:4:2:3021:15901143,Other,2023,25000,GCC Specs,4 door,SUV,Petrol,8 Seater,Automatic Transmission,Unknown,nan,Unknown,6,Yes,Black,UAE (can be exported),103500,Left Hand,Hyundai,Staria,FLY WHEELS USED CARS TRADING,Dealer,1717572108,nan,Beige,1,25000,25000.0,166812.08,0.62045866
دبي ديره,False,"['UAE', 'Dubai', 'Deira', 'Al Muteena']",1421,False,0,False,False,False,"['Cars', 'Lexus', 'GX-Series']",1715344292,https://dubizzle.com/s/DOBEo3F,nan,False,Dubai,True,dee49c273acf4cd58abd65bf9d0942b4,Al Muteena,15923651,True,"['Motors', 'Cars', 'Lexus', 'GX-Series']",False,1716726695,0,False,item:4:2:1421:15923651,Standard,2004,193000,GCC Specs,5+ doors,SUV,Petrol,8 Seater,Automatic Transmission,3000 - 3499 cc,nan,Unknown,8,No,Gold,nan,19000,Left Hand,Lexus,GX-Series,nan,Owner,1717572135,nan,Beige,20,3860000,9650.0,30307.557,0.62690634
Nissan altima S 2013 Model Gcc personal Uesd good condition Fixed price,False,"['UAE', 'Dubai', 'Oud Al Muteena']",1498,False,1,False,False,False,"['Cars', 'Nissan', 'Altima']",1717478078,https://dubizzle.com/s/DOBEwjS,nan,False,Dubai,True,7fec8ca263e748038f3bb589db4d18a1,Oud Al Muteena,15955408,True,"['Motors', 'Cars', 'Nissan', 'Altima']",False,1717482136,0,False,item:4:2:1498:15955408,S,2013,253000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,2000 - 2499 cc,"['Power Windows', 'Keyless Entry', 'Keyless Start', 'AM/FM Radio', 'CD Player', 'Aux Audio In', 'Premium Sound System', 'Bluetooth System', 'Power Mirrors', 'Performance Tyres']",200 - 299 HP,4,No,White,nan,10000,Left Hand,Nissan,Altima,nan,Owner,1717572660,['Power Steering'],Beige,11,2783000,23000.0,16621.832,0.6016184
AED987/month | 2015 Honda Pilot Touring 3.5L | GCC Specifications | Ref#186045,False,"['UAE', 'Dubai', 'Bur Dubai']",1785,False,1,False,False,True,"['Cars', 'Honda', 'Pilot']",1715871936,https://dubizzle.com/s/DOBEqaE,2725.0,False,Dubai,False,4447e000d1074b778e1d30d3089df125,Bur Dubai,15931772,True,"['Motors', 'Cars', 'Honda', 'Pilot']",False,1717207264,0,False,item:4:2:1785:15931772,Touring,2015,98134,GCC Specs,5+ doors,SUV,Petrol,8 Seater,Automatic Transmission,3500 - 3999 cc,"['Power Windows', 'Power Locks', 'Power Sunroof', 'Power Seats', 'Leather Seats', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'Navigation System', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Fog Lights', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,6,No,Black,UAE (can be exported),41000,Left Hand,Honda,Pilot,dubizzle cars,Dealer,1717575841,"['4 Wheel Drive', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Power Steering']",Beige,9,883206,10903.777777777777,60181.133,0.6812766
SsangYong Actyon 2008 model in good condition for sale!,False,"['UAE', 'Dubai']",1567,False,0,False,False,False,"['Cars', 'SsangYong', 'Other']",1715538770,https://dubizzle.com/s/DOBEpNn,nan,False,Dubai,True,21e47c27b10c4b678727f43bbd0311a4,Dubai,15926547,True,"['Motors', 'Cars', 'SsangYong', 'Other']",False,1717526127,0,False,item:4:2:1567:15926547,Other,2008,332000,GCC Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,nan,['Leather Seats'],100 - 199 HP,4,No,White,nan,19000,Left Hand,SsangYong,Other,nan,Owner,1717579375,nan,Black,16,5312000,20750.0,65439.434,0.2903448
OPEL CROSSLAND 1.2L 2022 MODEL GCC SPECS VERY GOOD CONDITION,False,"['UAE', 'Dubai', 'Ras Al Khor', 'Ras Al Khor Industrial', 'Ras Al Khor Industrial 3']",2705,True,0,False,False,True,"['Cars', 'Opel', 'Crossland X']",1717175408,https://dubizzle.com/s/DOBEvgB,2354.0,False,Dubai,True,51d0a740176a4a608376e438dd6ff800,Ras Al Khor Industrial 3,15951361,True,"['Motors', 'Cars', 'Opel', 'Crossland X']",False,1717481257,0,False,item:4:2:2705:15951361,Innovation,2022,43000,GCC Specs,5+ doors,SUV,Petrol,5 Seater,Automatic Transmission,1000 - 1499 cc,"['Power Windows', 'Power Locks', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Moonroof', 'Power Seats', 'Air Conditioning', 'AM/FM Radio', 'Aux Audio In', 'Premium Sound System', 'Navigation System', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",0 - 99 HP,4,No,White,UAE (can be exported),37500,Left Hand,Opel,Crossland X,Verified Hub Used Automobile Trading L.L.C,Dealer,1717580944,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Front Airbags', 'Front Wheel Drive', 'Power Steering', 'Side Airbags']",Black,2,86000,21500.0,62568.523,0.5993429
BYD E2 ELECTRIC 410 KM WHITE  GREY AVAILABLE,False,"['UAE', 'Dubai', 'Ras Al Khor']",3465,False,0,False,False,True,"['Cars', 'BYD', 'e2']",1715932598,https://dubizzle.com/s/DOBEqil,4416.0,False,Dubai,False,8bc502ab1eb74686942b5c95ee16f093,Ras Al Khor,15932311,True,"['Motors', 'Cars', 'BYD', 'e2']",False,1717569922,0,False,item:4:2:3465:15932311,Other,2023,0,Chinese Specs,4 door,Hatchback,Electric,5 Seater,Automatic Transmission,Unknown,"['Keyless Entry', 'Leather Seats', 'Climate Control', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Parking Sensors', 'Rear View Camera']",Unknown,nan,Does not apply,Grey,Export Only,58500,Left Hand,BYD,e2,Top Euro Cars FZE,Dealer,1717580956,['Front Wheel Drive'],Other Color,1,0,0.0,101888.8,0.5741554
Range Rover Discovery 2017,False,"['UAE', 'Dubai', 'Dubailand']",1410,False,1,False,False,False,"['Cars', 'Land Rover', 'Discovery']",1717179838,https://dubizzle.com/s/DOBEvhD,nan,False,Dubai,True,c8cdcff7a77b442794cf5a63fa81d69c,Dubailand,15951425,True,"['Motors', 'Cars', 'Land Rover', 'Discovery']",False,1717186672,0,False,item:4:2:1410:15951425,Other,2017,117000,American Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,nan,"['Leather Seats', 'Climate Control', 'Premium Sound System', 'DVD Player', 'Rear View Camera']",100 - 199 HP,4,No,Grey,nan,65000,Left Hand,Land Rover,Discovery,nan,Owner,1717584757,nan,Black,7,819000,16714.285714285714,93387.95,0.69602126
2006 Porsche Cayenne S GCC 6 Cylinder 3.5,False,"['UAE', 'Dubai', 'Al Mamzar', 'Al Mamzar Front']",1536,True,0,False,False,False,"['Cars', 'Porsche', 'Cayenne']",1716191278,https://dubizzle.com/s/DOBEres,nan,False,Dubai,True,32d24183a1e247679efb53d9fdc49073,Al Mamzar Front,15935914,True,"['Motors', 'Cars', 'Porsche', 'Cayenne']",False,1717574640,0,False,item:4:2:1536:15935914,S,2006,90000,GCC Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,3000 - 3499 cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Power Seats', 'Leather Seats', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'CD Player', 'Aux Audio In', 'Satellite Radio', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Brush Guard', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",300 - 399 HP,6,No,White,nan,16500,Left Hand,Porsche,Cayenne,nan,Owner,1717587065,"['4 Wheel Drive', 'All Wheel Drive', 'Anti-Lock Brakes/ABS', 'Front Airbags', 'Power Steering', 'Rear Wheel Drive', 'Side Airbags', 'Tiptronic Gears']",Beige,18,1620000,5000.0,24146.615,0.6833256
Audi S7 Full Option Gcc All Service Done Full Option,False,"['UAE', 'Dubai', 'Nad Al Sheba', 'Nad Al Sheba 1']",1991,False,0,False,False,True,"['Cars', 'Audi', 'S7/RS7']",1700689899,https://dubizzle.com/s/DOBEBl7,1082.0,False,Dubai,True,f3ae99f4947a4fb192d363d2fe939b87,Nad Al Sheba 1,15736439,True,"['Motors', 'Cars', 'Audi', 'S7/RS7']",False,1717574045,0,False,item:4:2:1991:15736439,Standard,2016,108000,GCC Specs,4 door,Sedan,Petrol,4 Seater,Automatic Transmission,3500 - 3999 cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Moonroof', 'Power Seats', 'Leather Seats', 'Racing Seats', 'Heated Seats', 'Cooled Seats', 'Air Conditioning', 'Climate Control', 'Heat', 'AM/FM Radio', 'Cassette Player', 'CD Player', 'Aux Audio In', 'Satellite Radio', 'Premium Sound System', 'Navigation System', 'DVD Player', 'VHS Player', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Off-Road Tyres', 'Off-Road Kit', 'Roof Rack', 'Brush Guard', 'Winch', 'Spoiler', 'Body Kit', 'Parking Sensors', 'Rear View Camera']",300 - 399 HP,6,Does not apply,Grey,UAE (can be exported),85000,Left Hand,Audi,S7/RS7,nan,Owner,1717589427,"['4 Wheel Drive', 'All Wheel Drive', 'All Wheel Steering', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Front Wheel Drive', 'N2O System', 'Power Steering', 'Rear Wheel Drive', 'Side Airbags', 'Tiptronic Gears']",Black,8,864000,13500.0,133745.44,0.6355357
VW Touareg 3.2L V6 in excellent conditions,False,"['UAE', 'Dubai', 'Dubai Marina', 'Marina Promenade']",1611,True,0,False,False,False,"['Cars', 'Volkswagen', 'Touareg']",1714374128,https://dubizzle.com/s/DOBEknf,nan,False,Dubai,True,ec11fef344194d22bff2889d9004857c,Marina Promenade,15909551,True,"['Motors', 'Cars', 'Volkswagen', 'Touareg']",False,1717570963,0,False,item:4:2:1611:15909551,R-Line,2004,439999,GCC Specs,5+ doors,SUV,Petrol,5 Seater,Automatic Transmission,3000 - 3499 cc,"['Climate Control', 'Premium Sound System', 'Navigation System', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,6,No,Grey,nan,12000,Left Hand,Volkswagen,Touareg,nan,Owner,1717589598,nan,Beige,20,8799980,21999.95,21016.771,0.57097256
Isuzu D-Max,False,"['UAE', 'Dubai', 'Ras Al Khor']",3029,False,0,False,False,True,"['Cars', 'Isuzu', 'D-Max']",1710866747,https://dubizzle.com/s/DOBEa6R,4388.0,False,Dubai,False,50e7c921b9d54535b395b028e438aef8,Ras Al Khor,15870033,True,"['Motors', 'Cars', 'Isuzu', 'D-Max']",False,1717488402,0,False,item:4:2:3029:15870033,Other,2024,0,GCC Specs,2 door,Pick Up Truck,Diesel,2 Seater,Automatic Transmission,2500 - 2999 cc,nan,300 - 399 HP,6,Does not apply,White,UAE (can be exported),68000,Left Hand,Isuzu,D-Max,Pers Auto FZE,Dealer,1717589692,nan,Black,0,0,0.0,130337.62,0.52172196
"Nissan NV 350 van 2021, Gcc , manual transmission",False,"['UAE', 'Dubai', 'Ras Al Khor']",1509,True,0,False,False,True,"['Cars', 'Nissan', 'Van']",1713455762,https://dubizzle.com/s/DOBEiDW,4468.0,False,Dubai,False,1257f7219a9b46fa9465c22895babc28,Ras Al Khor,15898992,True,"['Motors', 'Cars', 'Nissan', 'Van']",False,1716103237,0,False,item:4:2:1509:15898992,Standard,2021,115000,GCC Specs,4 door,Van,Petrol,2 Seater,Manual Transmission,2000 - 2499 cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Air Conditioning', 'AM/FM Radio', 'CD Player', 'Aux Audio In', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Premium Paint']",100 - 199 HP,4,No,White,UAE (can be exported),50000,Left Hand,Nissan,Van,nan,Owner,1717589939,"['All Wheel Drive', 'All Wheel Steering', 'Anti-Lock Brakes/ABS', 'Front Airbags', 'Front Wheel Drive', 'Power Steering', 'Side Airbags']",nan,3,345000,38333.333333333336,117526.1,0.42543742
Beetle In Mint condition With very low mileage,False,"['UAE', 'Dubai', 'Remraam']",1605,False,0,False,False,False,"['Cars', 'Volkswagen', 'Beetle']",1715590220,https://dubizzle.com/s/DOBEpWJ,nan,False,Dubai,True,e6cfa101efc049eca6ce63878ac35f17,Remraam,15927065,True,"['Motors', 'Cars', 'Volkswagen', 'Beetle']",False,1717577654,0,False,item:4:2:1605:15927065,Standard,2005,73000,Japanese Specs,2 door,Coupe,Petrol,4 Seater,Automatic Transmission,2000 - 2499 cc,"['Keyless Entry', 'Climate Control', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Parking Sensors']",100 - 199 HP,4,Does not apply,Black,nan,13000,Left Hand,Volkswagen,Beetle,nan,Owner,1717597888,['Front Wheel Drive'],nan,19,1387000,3842.1052631578946,19260.562,0.67495435
2012 Nissan Patrol Se 5.6L | GCC Specs,False,"['UAE', 'Dubai', 'DIFC']",1506,True,0,False,False,False,"['Cars', 'Nissan', 'Patrol']",1716204159,https://dubizzle.com/s/DOBErkb,nan,False,Dubai,True,5fb623558b8a41b685960b852c0fa431,DIFC,15936269,True,"['Motors', 'Cars', 'Nissan', 'Patrol']",False,1717586647,0,False,item:4:2:1506:15936269,SE,2012,23522,GCC Specs,5+ doors,SUV,Petrol,8 Seater,Automatic Transmission,4000+ cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Sunroof', 'Power Seats', 'Leather Seats', 'Heated Seats', 'Cooled Seats', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'Navigation System', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Fog Lights', 'Parking Sensors', 'Rear View Camera']",300 - 399 HP,8,No,White,nan,70000,Left Hand,Nissan,Patrol,nan,Owner,1717615957,"['4 Wheel Drive', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Front Airbags', 'Power Steering']",nan,12,282264,1960.1666666666667,103132.58,0.678738
Audi A5 2014 GCC,False,"['UAE', 'Dubai', 'Al Quoz', 'Al Quoz Industrial Area', 'Al Quoz Industrial Area 3']",1195,False,0,False,False,False,"['Cars', 'Audi', 'A5']",1716198073,https://dubizzle.com/s/DOBEriX,nan,False,Dubai,True,add479659e7d41b0a9de5429b693048e,Al Quoz Industrial Area 3,15936131,True,"['Motors', 'Cars', 'Audi', 'A5']",False,1717580628,0,False,item:4:2:1195:15936131,S-line,2014,68000,GCC Specs,2 door,Coupe,Petrol,5 Seater,Automatic Transmission,1500 - 1999 cc,"['Keyless Entry', 'Leather Seats', 'Climate Control', 'Navigation System', 'Parking Sensors']",100 - 199 HP,4,Does not apply,Red,nan,34500,Left Hand,Audi,A5,nan,Owner,1717616276,['Front Wheel Drive'],Brown,10,680000,6800.0,60671.785,0.5686333
"Audi Q7 G.C.C First owner, full option In very very excellent condition  Directly from the owner",False,"['UAE', 'Dubai', 'Dubai Marina']",1193,False,1,False,False,False,"['Cars', 'Audi', 'Q7']",1717023391,https://dubizzle.com/s/DOBEvFK,nan,False,Dubai,True,5dd3470a84d84603b2229740cf6cdaf7,Dubai Marina,15949076,True,"['Motors', 'Cars', 'Audi', 'Q7']",False,1717023627,0,False,item:4:2:1193:15949076,S-line,2015,137000,GCC Specs,5+ doors,SUV,Petrol,7 Seater,Automatic Transmission,3000 - 3499 cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Moonroof', 'Power Seats', 'Leather Seats', 'Racing Seats', 'Heated Seats', 'Cooled Seats', 'Air Conditioning', 'Climate Control', 'Heat', 'AM/FM Radio', 'Cassette Player', 'CD Player', 'Aux Audio In', 'Satellite Radio', 'Premium Sound System', 'Navigation System', 'DVD Player', 'VHS Player', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Off-Road Tyres', 'Off-Road Kit', 'Roof Rack', 'Brush Guard', 'Winch', 'Spoiler', 'Body Kit', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",300 - 399 HP,6,Yes,Gold,nan,37000,Left Hand,Audi,Q7,nan,Owner,1717621640,"['4 Wheel Drive', 'All Wheel Drive', 'All Wheel Steering', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Front Wheel Drive', 'N2O System', 'Power Steering', 'Rear Wheel Drive', 'Side Airbags', 'Tiptronic Gears']",Brown,9,1233000,15222.222222222223,54159.402,0.68316853
Isuzu D-Max,False,"['UAE', 'Dubai', 'Ras Al Khor']",3029,False,0,False,False,True,"['Cars', 'Isuzu', 'D-Max']",1717584496,https://dubizzle.com/s/DOBExN3,4388.0,False,Dubai,False,135342c028a34849887678757d23c7da,Ras Al Khor,15957279,True,"['Motors', 'Cars', 'Isuzu', 'D-Max']",False,1717584480,0,False,item:4:2:3029:15957279,Other,2024,0,GCC Specs,2 door,Pick Up Truck,Petrol,2 Seater,Automatic Transmission,1500 - 1999 cc,nan,200 - 299 HP,4,Does not apply,White,UAE (can be exported),80000,Left Hand,Isuzu,D-Max,Pers Auto FZE,Dealer,1717624828,nan,Black,0,0,0.0,130337.62,0.6137906
Dodge RAM 2022 V8 6.4L HEVY DUTY 2500,False,"['UAE', 'Dubai', 'Al Mamzar']",1285,False,0,False,False,True,"['Cars', 'Dodge', 'Ram']",1717428432,https://dubizzle.com/s/DOBEwbm,3856.0,False,Dubai,False,edd010cd6b034b06b6e505182a8c6eec,Al Mamzar,15954942,True,"['Motors', 'Cars', 'Dodge', 'Ram']",False,1717605565,0,False,item:4:2:1285:15954942,Other,2022,36000,Canadian Specs,4 door,Pick Up Truck,Petrol,6 Seater,Automatic Transmission,4000+ cc,"['Keyless Entry', 'Leather Seats', 'Cooled Seats', 'Climate Control', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Parking Sensors', 'Rear View Camera']",500 - 599 HP,8,Does not apply,White,UAE (can be exported),92000,Left Hand,Dodge,Ram,Auto Master F.Z.E,Dealer,1717636543,['Front Wheel Drive'],Black,2,72000,18000.0,149699.95,0.61456263
"Mercedes C200 ,GCC 2008 model",False,"['UAE', 'Dubai', 'Dubai Marina']",1465,False,0,False,False,False,"['Cars', 'Mercedes-Benz', 'C-Class']",1716221254,https://dubizzle.com/s/DOBErsY,nan,False,Dubai,True,49b3ecb4c8024e4f8f4ba5ac7e6ef636,Dubai Marina,15936752,True,"['Motors', 'Cars', 'Mercedes-Benz', 'C-Class']",False,1717603723,0,False,item:4:2:1465:15936752,C200,2008,440000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,2000 - 2499 cc,nan,200 - 299 HP,4,Does not apply,White,nan,12000,Left Hand,Mercedes-Benz,C-Class,nan,Owner,1717636555,nan,Black,16,7040000,27500.0,17988.607,0.66708887
CADILLAC CTS GCC 2013,False,"['UAE', 'Dubai', 'Jumeirah Village Circle (JVC)', 'JVC District 12']",1228,True,0,False,False,False,"['Cars', 'Cadillac', 'CTS/Catera']",1714920954,https://dubizzle.com/s/DOBEmon,nan,False,Dubai,True,d3b1355691fa4fd8875529333b9ff05b,JVC District 12,15917309,True,"['Motors', 'Cars', 'Cadillac', 'CTS/Catera']",False,1717591055,0,False,item:4:2:1228:15917309,Performance,2013,245900,GCC Specs,5+ doors,Sedan,Petrol,5 Seater,Automatic Transmission,nan,"['Leather Seats', 'Cooled Seats', 'Climate Control', 'Premium Sound System', 'Parking Sensors', 'Rear View Camera']",300 - 399 HP,6,No,Black,nan,19900,Left Hand,Cadillac,CTS/Catera,nan,Owner,1717636907,nan,Beige,11,2704900,22354.545454545456,30713.744,0.6479184
